English word,Katakana word,Google Translate
intistieti,インティスティエティ,Inti stay Etty
suvereto,スヴェレート,Suvereto
freres,ドゥラス,Durres
soldannella,ソルダネッラ,Sorudanerra
vini,ナンバー,Number
village,グリ,Gris
dallier,ダリエ,Darier
pouillysurloire,レ,Le
banff,バンフ,Banff
contesse,コンテス,Comtesse
threvilos,ソレヴィロス,Sorevu~irosu
furlani,フルラーニ,Fururani
exbottle,ボトル,Bottle
beaujeu,ボージュ,Vosges
oselle,オゼッレ,Ozerre
marchais,マルシェ,Marchais
nv,ヴァルドッビアーネ,Wald ~Tsu bi Arne
still,アイラ,Ira
en,バロンヌ,Baronne
vosneromane,ロマネ,Romanee
mirabel,ラベル,Label
lecointre,ルコワントル,Rukowantoru
extoro,エクストロ,Xtro
despina,デスピナ,Despina
shraz,シラーズ,Shiraz
barbara,バル,Val
barre,ボールナール,Ball Nar
armani,アルマーニ,Armani
traminac,トラミナック,Toraminakku
speymolt,スペイモルト,Supeimoruto
riesling,リースリングリースリング,Riesling Riesling
garibaldi,ガリバルディ,Garibaldi
still,ボトル,Bottle
salentino,マタネ,Matane
garretti,ガッレッティ,Garretti
morantin,モランタン,Morantan
chevassus,シュヴァス,Shuvu~asu
madloba,マドゥロバ,Mado~uroba
bartolo,バルトーロ,Barutoro
extra,エクストラ,Extra
laherte,ラエールト,Raeruto
stones,ホワイトストーンズ,White Stones
igp,アイジーピー,Ai GP
khayam,ハヤム,Hayam
monteleone,モンテレオーネ,Monteleone
delle,デル,Dell
jeannette,ジャネット,Janet
saracco,サラッコ,Sarakko
loudenne,ルデンヌ,Ruden'nu
chanfleure,シャンフルル,Shan-Flour
refene,ルフェーヌ,Rufenu
macherell,レマシュレル,Remashureru
cotelou,クートルー,Kutoru
pouillon,グラン,Gran
stratum,ストラタム,Stratum
jock,フォーミダブルジョック,Formidable double Jock
montelena,モンテリーナ,Monte Lina
diano,ノ,Roh
caggio,カッジョ,Kajjo
daria,ダリア,Dahlia
avizoise,アヴィゾワーズ,Avu~izowazu
alteo,アルテオ,Aruteo
petraro,ペトラーロ,Petoraro
trebbiano,トレッビーノ,Torebbino
amedee,デ,De
convinca,コビンカ,Kobinka
domilonz,ドミロンズ,Domironzu
ferrand,ランド,Land
calizo,カリソ,Kariso
hills,セラーズ,Sellers
podere,ポデーレ,Podere
will,ヴィリー,Villy
rossodiverzella,ロッソディヴェルゼッラ,Rosso di Vel absolute La
seigneur,モージロン,Mojiron
cabernet,ヴァレンタイン,Valentine
bellisle,ベリル,Beryl
et,パーティ,Party
domaines,ロマサン,Romasan
cote,コート,Court
noa,ノア,Noah
mosse,モセ,Moses
slide,スライド,Slide
reserve,セレクトリザーヴ,Select Reserve
br,フェリエール,Ferriere
shiraza,シラーズ,Shiraz
flint,ドライフリント,Dry Flint
nero,ネーロ,Nero
aoc,ピク,Pic
pretre,プレートル,Pretre
glendronach,オロロソシェリーパンチョン,Ororo Soviet Sherry Pan Chung
di,ディアー,Deere
rougeotte,ルジョット,Rujotto
cueva,クエバ,Cueva
eacute,トー,Toe
verger,ル,Le
moines,ファインズ,Fiennes
batons,ボンズ,Bonds
darias,ダリアス,Dalias
alps,アルプス,Alps
bro,ブロ,Bro
io,アイオ,Iodide
original,グレンモーレンジオリジナル,Glenmorangie Original
remi,レミー,Remy
vignes,アリアンス,Alliance
emile,エミール,Emile
prevostini,プレヴォスティーニ,Pre-Voss Tini
lermite,レルミット,Lhermitte
ice,エドシック,Heidsieck
yecla,カロ,Caro
danjuo,ロゼダンジュー,Rozedanju
deutz,ドゥーツ,Deutz
vintage,ヴィンテージ,Vintage
marziano,サン,San
viviani,ヴィヴィアーニ,Viviani
alejandra,アレキサンドリア,Alexandria
beauvillage,ボーヴィラージュ,Bo Village
prolonge,プロロンジェ,Professional Longevity
savignylesbeaune,サヴィニー,Savigny
la,モレ,Moret
nv,ベビー,Baby
belfi,ベルフィ,Berufi
santepietre,サンピエトレ,Sanpietore
oscuro,オスクーロ,Osukuro
couvrers,クーヴルーズ,Kuvuruzu
david,ダヴィド,David
cauquenina,カウケニーナ,Kaukenina
savigny,ブルゴーニュ,Burgundy
regal,シーバスリーガル,Chivas Regal
extra,アストリア,Astoria
roeperer,ルイ,Louis
longmorn,ロングモーン,Long Morne
en,デン,Den
brigida,ブリジダ,Burijida
cabassau,カバッソウ,Kabassou
millieu,アル,Al
morando,モランドー,Morando
river,ロ,Russia
aretevin,アルテバン,Aruteban
la,デッラ,Della
livree,リヴレー,Rivure
lamiral,ラミラル,Ramiraru
galau,ガロー,Garo
viognier,ファレルニア,Farerunia
quarter,アイラモルト,Airamoruto
pelerins,フランス,France
evangelos,エヴァンジェロス,Evangelista loss
auge,オジェ,Ogier
valbuena,バルブエナ,Valbuena
tell,テル,Tell
voirin,ヴォワラン,Vu~owaran
kodo,コドー,Kodo
hijos,ボデガス,Bodegas
romo,ロモ,Lomography
squawking,スクウォーキング,Disk Walking
floriano,フロリアーノ,Floriano
ab,パヴィ,Pavu~i
brao,ブラオ,Burao
vallee,ヴァレー,Valley
cordier,ラール,Lahr
crystal,クリスタル,Crystal
alisiers,ムルソー,Meursault
pietra,ピエトラ,Pietra
douglas,グレンロセス,Glenrothes
vogelsang,フォーゲルサングリースリング,Vogel Thang Riesling
st,ポスト,Post
furto,フルト,Hult
pinotnoir,グラン,Gran
jugunda,ジュグンダ,Jugunda
ocirc,トルコ,Turkey
soffocone,ソッフォコーネ,Soffokone
de,アモード,Amodo
gris,グレース,Grace
royal,ロイヤル,Royal
pure,ポル,Pol
reserve,ラベイ,Abbaye
perlino,ペルリーノ,Perurino
up,アップ,Up
porto,ポルト,Porto
dolchetto,ドルチェット,Dolcetto
fatagione,ファタジオーネ,Fatajione
cascina,ビアンコ,Bianco
perignon,スパークリングワイン,Sparkling wine
hermitage,エルミタージュ,Hermitage
orton,トン,Ton
collavini,コラヴィーニ,Koravu~ini
missterre,ミステル,Mister
kilbeggan,キルベガン,Kirubegan
merlot,サルタテラ,Sarutatera
madreselva,マードレセルヴァ,Madoreseruvu~a
sale,ゼロ,Zero
ditalia,イタリア,Italy
fritz,ドイツ,Germany
re,グリヴィエール,Ing Riviere
pingus,ピングス,Pingusu
ab,ロバ,Ass
cerise,スリーズ,Cerise
pietro,イタリア,Italy
louis,セイ,Say
zureta,スレタ,Sureta
jorian,ジョリアン,Jorian
doulas,ダグラス,Douglas
coreno,コレノ,Koreno
cuvee,ベビー,Baby
spirits,スピリッツ,Spirits
legends,ダンス,Dance
croft,クロフト,Croft
casalino,カザリーノ,Kazarino
caolino,カオリーノ,Kaorino
de,アド,Ad
dufouleur,ロ,Russia
san,サンニオ,San'nio
vierville,ヴィエルヴィル,Vierville
sc,コク,Kok
vadio,バディオ,Badio
roa,ロア,Lower
va,ヴァ,Cordova
singla,シングレ,Shingure
loire,グロロー,Grolleau
roccabella,ロッカベッラ,Rokkaberra
chiappemacine,キアッペマチーネ,Kiappemachine
cru,ベケール,Bekeru
frissant,リュットレゾネ,Ryuttorezone
ovile,オヴィーレ,Ovu~ire
aoc,ロック,Rock
kangarook,カンガルーク,Kangaroo click
jolanda,ヨランダ,Yolanda
sultana,スルタナ,Sultana
zwischen,コレクション,Collection
castillo,カステッロ,Castello
eacute,ロット,Lot
lo,メルロー,Merlot
chiarlo,ミケーレキアルロ,Mikerekiaruro
grandcru,クロ,Black
bartolo,ロ,Russia
cline,カリフォルニア,California
colinas,コリナス,Colinas
fraternita,フラテールニタ,Furaterunita
code,コード,Code
castillon,ドゥルノンクール,Dur non Cool
foscarin,フォスカリン,Fosukarin
tane,タネ,Tane
serego,セレーゴ,Serego
no,シュナン,Chenin
eugene,オレゴン,Oregon
juju,ジュジュ,Juju
prelude,プレルード,Purerudo
soli,ソレ,Sole
delle,レ,Le
revaire,リヴェール,Rivu~eru
tawny,ヴィーニャ,Vigna
angeli,ジュール,Jules
bric,ブリク,Brigg
lhirondelle,リロンデル,Rironderu
garenne,ガレンヌ,Garenne
masselina,マッセリーナ,Masserina
bourbon,ブナハーブン,Bunahabun
glavier,レゼルヴ,Reserve
ackerman,アッケルマン,Akkeruman
fermented,フェルメンテッド,Fell Men Ted
giaconda,ジャコンダ,Jakonda
adelaide,アドレード,Adoredo
rampolla,ランポッラ,Ranporra
kaysersberg,カイザルベルグ,Kaizaruberugu
silver,ブレア,Blair
bauge,ヴォージュ,Vosges
fils,リース,Lease
armada,アーマダ,Amade
valgbraa,ラベル,Label
malmaison,マルメゾン,Malmaison
encore,アンコール,Encore
oldvine,オールドヴァイン,Old Vine
oliva,オリーヴァ,Orivu~a
staete,スタート,Start
romandiola,ロマンディオラ,Roman Diora
dosage,ドザージュ,Dozaju
crosparantoux,パラントゥー,Paranto~u
cvr,ヴァレ,Vallee
fr,ル,Le
orme,ベロルム,Berorumu
moulin,オームーラン,Oh Moulin
romanne,ロマネ,Romanee
quercialta,クエルチャルタ,Kuerucharuta
musigny,ブルゴーニュ,Burgundy
momessin,モメサン,Momesan
blop,ブロップ,Buroppu
ponte,ポンテ,Ponte
for,アイレイ,Ailing
apalta,アパルタ,Aparta
grand,スゴンデ,Sugonde
dog,ドッグ,Dog
roussette,セット,Set
adelsheim,アデルスハイム,Aderusuhaimu
clear,クレア,Claire
vulcano,ヴルカーノ,Vulcano
bedeau,ブドー,Budo
runcot,ルンコト,Runkoto
pierre,パリ,Paris
smtbt,ブトー,Buto
mazzarello,マッツァレッロ,Mattsu~arerro
en,タンヌ,Tan'nu
aoc,ニコ,Nico
maria,マリア,Maria
isabela,ベラ,Bella
dragon,ドラゴン,Dragon
romeo,ロミオ,Romeo
casette,カゼッテ,Kazette
lavila,ラヴィラ,La Villa
avieze,アヴィーズ,Avu~izu
sale,イエロー,Yellow
montefico,モンテフィーコ,Monte Fiko
valleycentral,セントラル,Central
carlo,バローロ,Barolo
ormanni,オルマーニ,Orumani
pere,ペール,Pail
faizeau,フェゾー,Fezo
pontianni,アンニ,Anni
ensaios,エンサイオス,Ensaiosu
rias,ルイス,Lewis
cellars,キムラセラーズ,Kimura Cellars
heart,ラインホールトハート,Line Halt Heart
baronne,バロンヌ,Baronne
gvb,ブイ,Buoy
faugeres,クラス,Class
breaval,ブレイヴァル,Bray Val
monteillet,ロティ,Loti
castillon,オリジナル,Original
foothills,シラー,Schiller
bodeganortonlotengotorrontes,ノートンロタンゴトロンテス,Norton Russia Tango Tron Tess
indigene,アンディジェンヌ,Andy Jen'nu
broncone,ブロンコーネ,Buronkone
pride,プライド,Pride
schloss,リース,Lease
hautmondain,ダン,Dan
narrenkappe,ナーレンカッペ,Narenkappe
savignon,ジャン,Jean
rouge,ジャ,Ja
elgin,グレンエルギン,Guren'erugin
rivolta,リヴォルタ,Rivu~oruta
duncantaylorbigsmoke,ダンカンテイラービッグスモーク,Duncan Taylor Big Smoke
sardana,サラダーナ,Saradana
le,ベレ,Belle
cardinale,カーディナル,Cardinal
rnsteiner,フェルトリーナー,Lina felt over
conteisa,コンティザ,Kontiza
hogshead,リフィルシェリーホグスヘッド,Refill Sherry hog scan head
aeon,ワイン,Wine
biondi,ビオンディ,Biondi
glapigny,ブルゴーニュ,Burgundy
overholt,オーバーホルト,Overholt
albarino,ワイナリー,Winery
biondisanti,サンティ,Santi
gris,ルイス,Lewis
sainthilaire,ティレール,Hilaire
nonno,ノン,Non
echarde,エシャルドゥ,Esharudo~u
further,ラトレー,Ratore
elioro,エリオーロ,Erioro
king,キング,King
tenute,ソネット,Sonnet
tonnelle,トネル,Tonel
aoc,パケ,Pake
lie,シュールリー,Sur-Lee
borras,ボラス,Boras
hotel,ホテル,Hotels
jac,サンジャック,Saint-Jacques
black,ロック,Rock
ivresse,ディヴレス,Divuresu
nevery,クリュ,Cru
crane,クレイン,Crane
latur,レ,Le
consensus,コンセンサス,Consensus
leboeuf,ブッフ,Boeuf
casafrassi,ロッソ,Rosso
dunyvaig,ダニーヴァイグ,Danivu~aigu
artigazo,アルティガソ,Arutigaso
gille,ラ,La
schott,セット,Set
bouge,オーボージュ,Oboju
mango,マンゴー,Mango
ancestral,アンセストラル,Ansesutoraru
vitivinicola,ヴィニコラ,Vu~inikora
chianty,キャンティ,Chianti
monasteriolo,モニストロル,Monistrol
chartreuse,シャルトリューズ,Chartreuse
ostertag,オステルタッグ,Osuterutaggu
sordo,ソルド,Sordo
sparkling,ブラジリアン,Brazilian
noir,メニル,Mesnil
color,シャルル,Charles
carta,カルタ,Playing card
rioja,ブルゴ,Burgo
rieur,スペリウール,Superiuru
amadeus,デウス,Deus
nozet,ラドゥセット,Radu set
pays,アヴァリュス,Avu~aryusu
clubs,キングオブクラブス,King of Clubs scan
spanna,ナ,Na
coelemu,コエレム,Koeremu
chatea,シャトー,Chateau
orden,オルデン,Olden
cru,クルエ,Clouet
pazo,パソ,Paso
condesa,コンデサ,Condesa
chapron,シャプロン,Shapuron
togliano,トリアーノ,Tirano
arnau,ナウ,Now
domus,ドムス,Doms
lan,ラン,Orchid
masciarelli,マシャレリ,Mashareri
malle,マール,Marl
rico,リコ,Rico
carneros,カーネロス,Carneros
piaggia,ポッジョ,Poggio
valenthini,ヴァレンティーニ,Valentini
estate,ケンゾーエステート,Kenzo Estate
vignes,ナウサ,Naousa
luccarelli,ルッカレッリ,Rukkarerri
noire,オリジナル,Original
brut,コルト,Colt
trimback,トリンバック,Trindade back
rutherford,プロプライアタリーレッド,Proprietary Red
cipressi,マッキアロッサ,Macchi Arossa
pinotgrigio,ピノグリージョ,Pinogurijo
faug,ジャ,Ja
muller,ムリェール,Muryeru
drinking,イージードリンキング,Easy Drinking
ac,カ,Mosquitoes
connoisseurs,イギリス,United kingdom
lupaio,ルパイオ,Rupaio
vergelesse,ヴェルジュレス,Verjuice less
volnayrobardelle,ロバルデル,Robaruderu
branca,ブランコ,Swing
solo,ソーロ,Soro
rubiyat,ルバイヤート,Rubaiyato
estates,エステイツ,Estates
filtr,フィルトレ,Firutore
or,スリル,Thrill
poussin,プサン,Busan
franken,ケン,Ken
whispers,ウィスパーズ,Whispers
rocheuses,ロシェス,Roshesu
wines,フラッグストーンワインズ,Flagstone Wines
bock,ボック,Bock
messer,メッセール,Messer
laune,ネ,Ne
laura,ロ,Russia
curra,クッラ,Culla
hospices,カーズ,Cars
eguisheim,デギスハイム,Degisuhaimu
opale,オパレ,Opare
vignon,ヴァン,Van
montefortini,モンテフォルティーニ,Monte Fortini
sunrise,サンライズ,Sunrise
frederic,フッレデリック,Furrederikku
giscours,ロゼ,Rose
torrione,トリオーネ,Torione
borie,ラベル,Label
kike,キケ,Quique
chamberlin,アンシャンベルラン,Ann Shan Bell orchid
mauzac,ザック,Zach
liters,ロゼ,Rose
cordier,レ,Le
saumaizemichelin,ミシュラン,Michelin
courtiers,エヴォセール,Evolution Sale
jambon,ボン,Bonn
pangolin,パンゴリン,Pangorin
des,デズ,Des
el,グロ,Gros
tomaze,トマズ,Tomazu
gsm,ジーエスエム,Jiesuemu
collefrisio,チェラズオーロ,Cherazuoro
margautot,マルゴート,Marugoto
neige,リング,Ring
syrahz,シラーズ,Shiraz
sinfarosa,シンファローザ,Shinhwa Rosa
de,ボディー,Body
estate,ドミナスエステート,Dominus Estate
dei,ディ,Day
chalonnaise,コートシャロネズ,Court shallow juniper
tenute,テヌーテ,Tenute
celestins,セレスティン,Celestine
cup,カップ,Cup
ghost,ゴースト,Ghost
arras,アラス,Arras
ant,キャンティ,Chianti
martin,マルティン,Martin
gris,コストリソ,Kosutoriso
expressions,ロゼ,Rose
vignerons,プロヴァンス,Provence
arenes,ナス,Eggplant
amour,ムール,Mur
boyrein,ラン,Orchid
version,サン,San
de,ダヴィッド,David
ogata,オガタ,Ogata
petite,プティト,Petite
emilia,デッレミーリア,Derremiria
kim,キム,Kim
fils,ヴェテレス,Vu~eteresu
raoul,ラウル,Raul
tempranillo,テンプラ,Tempra
clouet,アウトレット,Outlet
iv,イヴ,Eve
nikka,スーパーニッカクリア,Super Nikka Clear
natural,カリラ,Caol Ila
sallegg,ザレッグ,Zareggu
stainless,ステンレス,Stainless
lastrada,ラストラーダ,La Strada
santo,サント,Santo
marine,マリーン,Marine
aiuto,アユート,Ayuto
dattilo,ダッティーロ,Dattiro
comandante,コマンダンテ,Komandante
maurel,モーレル,Moreru
verdeca,ヴェルデーカ,Vu~erudeka
le,リア,Rear
beychevelle,ベイシュヴィル,Beishuvu~iru
deleger,ラ,La
celtic,ケルティック,Celtic
brancott,ブランコット,Brancott
garduna,ドン,Don
wind,ウィンド,Wind
foot,フット,Foot
carchelo,カルチェロ,Karuchero
durlo,ドゥルロ,Do~ururo
embazees,ザンバゼ,Zanbaze
frants,フランツ,Franz
santabarbara,バーバラ,Barbara
moseltaler,モーゼルターラー,Moselle Thaler
neromora,ネロモーラ,Neromora
ouriet,ブリュット,Brut
romane,ロマネ,Romanee
lohr,ロアー,Lore
teodora,テオドラ,Theodora
sante,サンティ,Santi
chambolle,レ,Le
bottle,プロドゥットーリ,Purodo~uttori
fournillon,ブラン,Blanc
alla,アッラ,Alla
nobile,ノビレ,Nobile
rosa,ロサ,Rosa
nerello,ネレッロ,Nererro
dauxerre,ルイ,Louis
graeco,グレコ,Greco
cellars,デリールセラーズ,De Lille Cellars
philip,フィリップ,Philip
brewerclifton,カリフォルニア,California
vega,ヴェガ,Vega
enguera,ゲラ,Galley
sousa,ソウサ,Sousa
serevenay,ブリュン,Brun
salm,ザルム,Zalm
sainteanne,サンタンヌ,Sainte Anne
ginglinger,シャンガラ,Shangara
oro,ドロ,Mud
particuliere,パルティキュリエール,Parti Curie Yale
lafon,フォン,Phone
reserva,グランレゼルバ,Gran Reserva
strathmill,テイラー,Tailor
reserv,リザーヴ,Reserve
griott,グリオット,Griot
siivaner,シルヴァーナー,Sylvaner
mireille,クロ,Black
sante,サンテ,Sante
legende,レジャンド,Rejando
spatlese,シュペトレーセ,Shupetorese
torri,トッリ,Torri
opou,オポウ,Opou
valerie,ヴァレリー,Valerie
radieuse,ラディース,Radisu
simon,ドメーヌ,Domaine
lafoa,ラフォア,Rafoa
charite,ラシャリテ,Rasharite
hyland,ハイランド,Highland
minvielle,マンヴィエル,Man Viel
les,ザムルーズ,Zamuruzu
encostas,エンコスタス,Enkosutasu
tatin,タタン,The other end
beck,グラハムベック,Graham Beck
refosco,レフォスコ,Refosuko
isabelle,ベル,Bell
sauvignon,ソービニオン,Sauvignon
kurt,クルト,Kurt
aoc,ローデュック,Rode~yukku
land,シャルドネ,Chardonnay
maltage,マルスモルテージ,Mars mole stage
azienda,アジィエンダ,Aji~ienda
aoc,アルク,Arc
cantina,ボッカンティーノ,Bocca Fiorentino
valle,ヴィトラル,Vu~itoraru
saincrit,サンクリット,San Kulit
eacute,コトー,Cotto
classico,フロスカ,Furosuka
margalaine,マルガレンヌ,Marugaren'nu
tablas,ラス,Russ
dereszla,デレスラ,Deresura
bio,ヌーボー,Nouveau
mini,ミニ,Mini
vareij,ヒルバーグ,Hilberg
fourrier,レ,Le
vaillou,ヴレ,Velay
nouchet,シャトー,Chateau
howell,ハウウェル,Howell
la,ベル,Bell
re,エール,Yale
pinot,クイント,Quint
soleil,メール,Email
primore,プリモーレ,Purimore
cristina,サンタクリスティーナ,Santa Cristina
sundown,サンダウン,Sundown
brut,マルケットリー,Marukettori
terroirs,テロワールズ,Terroir's
morellino,モレリーノ,Morerino
jacquelin,ジャクリーヌ,Jacqueline
buisson,ビュイッソン,Buisson
artista,ダルティスタ,Darutisuta
inferi,インフェリ,Inferi
viezzoli,ロゼ,Rose
scrimaglio,スクリマグリオ,Sukurimagurio
damase,ダマーズ,Damase
pierre,リー,Lee
cantavenna,カンタヴェンナ,Kantavu~en'na
grotte,グロット,Grotto
mentelle,オーストラリア,Australia
lucia,オーク,Oak
lowland,ローランド,Roland
pater,テール,Tail
vermentinu,ヴェルメンティーノ,Vermentino
fornacelle,フォルナチェッレ,Forunacherre
no,ピアントナイア,Piantonaia
rayer,レイエ,Reyer
aoc,トケ,Guitar playing
grasberg,グラスベルグ,Glass Berg
sauvignon,カベルネソービニオン,Cabernet saw vinyl on
vieille,ボール,Ball
prade,プラド,Prado
blanc,プロンク,Pronk
rugate,ルガーテ,Rugate
verre,ヴェール,Veil
benriachglenlivet,ベンリアックグレンリベット,Convenience ACK Glen rivet
zone,ブキャナンズ,Buchanan's
demoiselle,ラ,La
oris,オリス,Orris
latinia,ラティニア,Ratinia
percarlo,ペルカルロ,Perukaruro
froehlich,フレーリッヒ,Frohlich
come,カム,Cam
staglin,スタグリン,Sutagurin
ab,ヴィヴァ,Viva
prefere,フェール,Fail
deiss,アスザス,Asuzasu
grando,ラルマンディエ,Rarumandie
belle,ロ,Russia
delmera,デルメラ,Derumera
sakura,カサーレ,Casale
percalro,ペルカルロ,Perukaruro
dor,プスドール,Pusudoru
clai,クロ,Black
correggia,グリジェ,Gurije
les,ヒルズ,Hills
borgheli,ボルゲリ,Bolgheri
downes,ダウンズ,Downs
roam,ローム,Rome
rooso,ロッソ,Rosso
clai,クレール,Clair
chambrun,シャンブルン,Chambre down
corse,コルス,Corse
grechetto,ケット,Ket
agr,カルロ,Carlo
della,ウリ,Uri
opere,オペレ,Operating
bottling,セカンドボトリング,Second Bottling
black,ブラックニッカクリア,Black Nikka Clear
loir,レ,Le
nicaise,ニケーズ,Nicaise
koonvnga,クヌンガ,Kununga
burle,ビュルル,Byururu
sangue,サングエ,Sangue
chablis,ブルソー,Boursault
les,ムーサス,Musasu
lea,レア,Rare
volnay,ニュ,New
ohau,オハウ,Ohau
audoin,ダン,Dan
ladoucette,ラドゥセット,Radu set
intense,タンス,Closet
mercurey,メルキュレ,Mercurey
mate,マテ,Mate
verpaille,ラ,La
sine,ルーサンヌ,Roussanne
gros,ムルソー,Meursault
camartina,カマルティーナ,Kama Cortina
res,ムルソー,Meursault
paddocks,パドックス,Paddocks
piuze,ピウズ,Piuzu
marusan,マルサン,Marchand
chapelle,カレル,Karel
medal,ダブルゴールドメダル,Double Gold Medal
paramo,パラモ,Palermo
lanson,ランソン,Lanson
dickel,ジョージディッケル,George deckle
baga,バガ,Baga
divide,ディヴァイド,Divide
frag,フラッグ,Flag
soufrandiere,スフランディエール,Staple Randy Yale
passetoutgrain,パストゥグラン,Path-to-Grand
hishock,ボッカ,Bocca
reserva,レセルバ,Reserva
rock,アメリカ,America
sagesse,サジェス,Sagesse
sonatera,ソナテラ,Sonatera
cs,クレッセ,Clesse
berliere,ベルリエール,Bell Villiers
alarico,アラーリコ,Arariko
bio,バルブ,Valve
soli,トレソーリ,Toresori
gewurztraminer,ゲヴェルツトラミネール,Gewurztraminer
certin,タン,Tan
wholebunch,ホールバンチ,Hall bunch
nagasawa,ナガサワ,Nagasawa
flying,フライング,Flying
cerchio,チェルキオ,Cherukio
tidswell,ティズウェル,Tizuu~eru
pays,カイヤス,Kaiyasu
lieu,クロ,Black
manoirs,ロゼ,Rose
nv,ベイ,Bay
treilles,セール,Sale
melange,メランジェ,Melange
ehos,エオス,Eos
gnb,ヴィラージュヌーヴォー,Villages Nouveau
zoemie,ゾエミ,Zoemi
extro,エクストロ,Xtro
caladieres,クローズ,Close
poule,プール,Pool
del,ドーロ,Dolo
leroy,ブリュレ,Brule
brokenback,ブロークンバック,Broken back
franchetti,フランケッティ,Furanketti
maladhiere,マラディエール,Maradieru
rameau,ラモー,Rameau
costero,テロ,Terrorism
medaille,ベレール,Belaire
bazin,コンバザン,Konbazan
pietri,ピエトリ,Pietori
villages,エステザルグ,Esutezarugu
cask,スキー,Skiing
embrazees,アンブラーゼ,Anburaze
do,ディ,Day
soga,ソガ,Soga
grattamacco,グラッタマッコ,Gurattamakko
halfsize,セイ,Say
colman,マン,Man
fraser,グレンフレイザー,Glen Fraser
acirc,ロック,Rock
mentelle,メンテル,Menteru
hanamizuki,ハナミズキ,Dogwood
skeveldra,スケヴェルドラ,Sukevu~erudora
rocca,プロセッコ,Prosecco
tecou,テクー,Teku
ryan,ヤン,Yang
bench,ベンチ,Bench
rossoreale,ロッソレアーレ,Rossoreare
benjamin,モン,Mon
pasada,パサダ,Posada
grain,グラン,Gran
rcp,クラープ,Kurapu
pinotage,タージュ,Taju
neromaccari,ネロマッカリ,Neromakkari
lice,ロック,Rock
melanson,メランソン,Meranson
fou,フ,Off
beck,ック,Click
la,レイ,Ray
fraises,フレーズ,Phrase
danjou,ダンジュ,Differdange
brut,ライト,Light
servelle,セルヴェル,Seruvu~eru
ruchotte,ルショット,Rushotto
aoc,ルーク,Luke
thunevin,チュヌバン,Chunuban
brut,ラヴィット,Ravu~itto
doga,ドゥーガ,Do~uga
largentaine,ラルジャンテーヌ,Lal Jean Taine
lois,セ,Se
higland,ブランド,Brand
cupi,クーピ,Kupi
kazaoto,セット,Set
billard,ボルドー,Bordeaux
kieselberg,グラウアー,Grauer
laurent,ザンクトラウレント,St. Lau rent
fulvio,フルヴィオ,Furuvu~io
barrera,バレラ,Valera
costamorro,コスタモッロ,Kosutamorro
sauvignon,オリジン,Origin
eileen,アイリーン,Eileen
caldora,カルドーラ,Karudora
pelago,ペラゴ,Perago
pas,ザ,The
villero,バローロ,Barolo
par,ラ,La
blanc,トリンバック,Trindade back
shirazbonarda,ボナルダ,Bonarda
chantealouette,シャンタルエット,Chantal jet
raffaele,ラファエーロ,Rafaero
vejade,ヴェジョード,Vu~ejodo
chardonnay,ソーヴィニヨン,Sauvignon
scl,アグリコラ,Agricola
pegovino,ペゴヴィーノ,Pegovu~ino
themacallan,マッカラン,McCarran
tenute,テヌータ,Tenuta
tassel,ゴールドタッセル,Gold tassel
ile,ルイ,Louis
dissan,ディサン,Disan
anco,マジアンコ,Majianko
et,ザコリット,Zakoritto
quintus,キンタス,Kintasu
noir,ウルスリーヌ,Urusurinu
br,フェヴレ,Fevure
piccinin,ピッチニン,Pitchinin
giglio,ジリオ,Giglio
ballerina,バレリーナ,Ballerina
coron,コロン,Colon
sicilia,トリスケレ,Triskele
loratoire,ラ,La
vasari,ヴァサリ,Vasari
sable,セーブル,Sevres
caprousse,カプルーズ,Kapuruzu
lalouelle,ラルエール,Rarueru
kvareli,クヴァレリ,Kuvu~areri
oculus,オキュラス,Okyurasu
orme,オルメ,Orume
suzuran,スズラン,Lily of the valley
vigneto,ヴィネート,Vu~ineto
wish,ウィッシュ,Wish
burgerspital,ビュルガーシュピタール,Bulle gar Shupi tar
nv,ブイ,Buoy
site,シット,Sit
malkerida,マルケリダ,Marukerida
savignon,ウン,Down
spiegelberg,シュピーゲルベルグ,Spiegel Berg
eric,リラック,Relax
gaetano,ガエターノ,Gaetano
sallegg,カステルザレッグ,Castel The leg
noir,レイ,Ray
merlin,メールラン,Mail run
polaire,グランポレール,Gran Poreru
aoc,ドピヤック,Dopiyakku
maison,メゾン,Maison
ll,ボール,Ball
petits,カゼティエ,Kazetie
chassespleen,エクセプショナル,Exceptional
hameau,アモー,Amor
ardevol,アルデボル,Arudeboru
lame,レーム,Rehm
pallido,リード,Lead
vorberg,ヴォルベルグ,Vu~oruberugu
val,ナパヴァレー,Napa Valley
moon,ウン,Down
antonio,サンアントニオ,San Antonio
or,テラ,Terra
silver,ヴァレー,Valley
furggl,フグル,Fuguru
lamarliere,リエ,Rie
fils,アルザス,Alsace
patrimo,パトリモ,Patorimo
reseve,リザーヴ,Reserve
beaurepaire,ペール,Pail
gaynale,ジェナル,Jenaru
valpantena,ヴァルパンテーナ,Val bread retainer
hawkes,ワークス,Works
prieure,プリウレ,Prieure
atalaya,アタラヤ,Atalaya
aoc,クロック,Clock
monardiere,モナルディエール,Model Nardi Yale
filles,ヴェルジュレス,Verjuice less
burrier,ボール,Ball
claire,ラ,La
vonkel,ヴォンケル,Vu~onkeru
distinto,ディスティント,Discover Tinto
